Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type Num,Strain [minNm]
L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0,0,5625.9
M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0,1,5466.8
M,301.3,310.0,2068,17.8,176,0,0,0,0,0,0,1,3132.8
H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0,2,7106.3
L,301.3,310.1,1558,36.3,184,0,0,0,0,0,0,0,6679.2
L,301.3,310.0,1344,54.8,186,0,0,0,0,0,0,0,10192.8
H,301.3,310.1,1455,44.1,188,0,0,0,0,0,0,2,8290.800000000001
L,301.3,310.1,1355,53.6,193,0,0,0,0,0,0,0,10344.800000000001
L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0,0,11076.0
L,301.3,310.0,1550,41.5,197,0,0,0,0,0,0,0,8175.5
M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0,1,7522.2
M,301.3,310.0,1696,32.4,202,0,0,0,0,0,0,1,6544.799999999999
L,301.4,310.1,1937,21.8,205,0,0,0,0,0,0,0,4469.0
M,301.4,310.0,1689,32.1,207,0,0,0,0,0,0,1,6644.700000000001
M,301.3,310.0,1593,30.8,210,0,0,0,0,0,0,1,6468.0
M,301.3,309.9,1565,36.0,213,0,0,0,0,0,0,1,7668.0
L,301.3,310.0,1665,31.4,0,0,0,0,0,0,0,0,0.0
H,301.3,310.0,1532,36.3,2,0,0,0,0,0,0,2,72.6
L,301.3,310.0,1438,40.9,7,0,0,0,0,0,0,0,286.3
L,301.3,310.1,1531,41.6,9,0,0,0,0,0,0,0,374.40000000000003
L,301.3,310.0,1506,40.8,11,0,0,0,0,0,0,0,448.79999999999995
L,301.2,309.9,1382,52.4,13,0,0,0,0,0,0,0,681.1999999999999
M,301.2,309.9,1456,50.8,15,0,0,0,0,0,0,1,762.0
M,301.2,310.0,1445,45.6,18,0,0,0,0,0,0,1,820.8000000000001
L,301.2,309.9,1515,40.9,21,0,0,0,0,0,0,0,858.9
L,301.2,309.9,1449,45.5,23,0,0,0,0,0,0,0,1046.5
H,301.2,309.9,1362,50.7,25,0,0,0,0,0,0,2,1267.5
L,301.2,309.9,1687,29.7,30,0,0,0,0,0,0,0,891.0
L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0,0,1203.2
M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0,1,1108.4
L,301.3,310.1,1662,31.0,37,0,0,0,0,0,0,0,1147.0
M,301.2,310.1,1295,56.6,39,0,0,0,0,0,0,1,2207.4
L,301.2,310.2,1385,42.3,42,0,0,0,0,0,0,0,1776.6
M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0,1,2002.0
L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0,0,2082.1
M,301.2,310.3,1357,54.5,49,0,0,0,0,0,0,1,2670.5
L,301.1,310.2,1657,34.1,52,0,0,0,0,0,0,0,1773.2
L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,0,2343.6
M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0,1,2419.2000000000003
L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0,0,2277.4
L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,0,2324.1
L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0,0,2885.3999999999996
H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,2,2496.0
L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0,0,3339.0
L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0,0,3499.2000000000003
L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0,0,3692.6
L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0,0,3473.2000000000003
M,301.3,310.4,1577,48.3,78,0,0,0,0,0,0,1,3767.3999999999996
L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0,0,4398.3
M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,1,3311.7
L,301.4,310.4,1433,43.4,86,0,0,0,0,0,0,0,3732.4
L,301.3,310.4,1384,50.1,88,0,0,0,0,0,0,0,4408.8
L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0,0,4203.0
L,301.3,310.4,1459,44.7,92,0,0,0,0,0,0,0,4112.400000000001
L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0,0,2716.6
L,301.4,310.4,1737,31.9,96,0,0,0,0,0,0,0,3062.3999999999996
L,301.4,310.5,1489,43.5,98,0,0,0,0,0,0,0,4263.0
M,301.5,310.6,1492,43.0,100,0,0,0,0,0,0,1,4300.0
M,301.4,310.5,1217,60.6,103,0,0,0,0,0,0,1,6241.8
L,301.5,310.5,1636,28.7,106,0,0,0,0,0,0,0,3042.2
L,301.4,310.4,1436,49.7,108,0,0,0,0,0,0,0,5367.6
L,301.4,310.4,1689,30.6,110,0,0,0,0,0,0,0,3366.0
L,301.5,310.5,2289,16.4,112,0,0,0,0,0,0,0,1836.7999999999997
L,301.5,310.6,1522,41.0,114,0,0,0,0,0,0,0,4674.0
L,301.5,310.5,1351,52.9,116,0,0,0,0,0,0,0,6136.4
L,301.5,310.5,1589,36.7,118,0,0,0,0,0,0,0,4330.6
L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0,0,4092.0
L,301.5,310.6,1587,33.7,122,0,0,0,0,0,0,0,4111.400000000001
L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0,0,2504.7999999999997
M,301.5,310.6,2432,14.2,126,0,0,0,0,0,0,1,1789.1999999999998
L,301.6,310.6,1418,43.9,129,0,0,0,0,0,0,0,5663.099999999999
L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0,0,3890.7
L,301.7,310.8,1385,50.7,133,0,0,0,0,0,0,0,6743.1
L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,0,6007.5
M,301.7,310.8,1671,31.6,137,0,0,0,0,0,0,1,4329.2
M,301.6,310.8,1343,49.5,140,0,0,0,0,0,0,1,6930.0
M,301.6,310.8,1548,34.2,143,0,0,0,0,0,0,1,4890.6
L,301.7,310.9,1705,31.2,146,0,0,0,0,0,0,0,4555.2
L,301.6,310.8,1535,35.4,148,0,0,0,0,0,0,0,5239.2
L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0,0,5115.0
M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,1,6216.8
L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0,0,7006.0
M,301.5,310.8,1452,44.1,157,0,0,0,0,0,0,1,6923.7
H,301.4,310.7,1329,52.0,160,0,0,0,0,0,0,2,8320.0
L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0,0,8646.0
M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0,1,6078.8
L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0,0,4743.0
L,301.3,310.7,1594,34.1,172,0,0,0,0,0,0,0,5865.2
L,301.3,310.7,1761,24.3,174,0,0,0,0,0,0,0,4228.2
L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0,0,7356.799999999999
M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0,1,7244.6
L,301.4,310.7,1673,27.8,181,0,0,0,0,0,0,0,5031.8
L,301.4,310.8,1285,62.6,183,1,0,0,0,1,0,0,11455.800000000001
L,301.4,310.8,1680,31.4,185,0,0,0,0,0,0,0,5809.0
L,301.4,310.8,1610,34.6,187,0,0,0,0,0,0,0,6470.2
L,301.6,310.9,1632,31.6,189,0,0,0,0,0,0,0,5972.400000000001
L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0,0,7678.200000000001
L,301.5,310.8,1367,49.0,193,0,0,0,0,0,0,0,9457.0
L,301.6,310.8,1355,57.8,195,1,0,0,0,1,0,0,11271.0
H,301.6,310.7,1414,51.7,197,0,0,0,0,0,0,2,10184.900000000001
L,301.5,310.6,1522,36.6,202,0,0,0,0,0,0,0,7393.200000000001
L,301.5,310.6,1525,41.9,204,0,0,0,0,0,0,0,8547.6
L,301.5,310.6,1394,46.5,206,0,0,0,0,0,0,0,9579.0
L,301.5,310.6,1519,40.7,208,0,0,0,0,0,0,0,8465.6
L,301.4,310.6,1445,43.9,210,0,0,0,0,0,0,0,9219.0
L,301.4,310.6,1555,43.3,212,0,0,0,0,0,0,0,9179.599999999999
L,301.4,310.5,1633,39.5,0,0,0,0,0,0,0,0,0.0
M,301.4,310.6,1630,30.3,2,0,0,0,0,0,0,1,60.6
M,301.4,310.7,1692,32.3,5,0,0,0,0,0,0,1,161.5
H,301.5,310.7,1790,26.2,8,0,0,0,0,0,0,2,209.6
L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0,0,760.5
L,301.5,310.9,2760,8.0,15,1,0,0,1,0,0,0,120.0
L,301.4,310.7,1584,32.2,17,0,0,0,0,0,0,0,547.4000000000001
L,301.4,310.7,1989,21.8,19,0,0,0,0,0,0,0,414.2
L,301.4,310.8,1431,44.3,21,0,0,0,0,0,0,0,930.3
L,301.4,310.7,1568,35.2,23,0,0,0,0,0,0,0,809.6
L,301.4,310.7,1376,50.6,25,0,0,0,0,0,0,0,1265.0
M,301.4,310.6,1459,46.9,27,0,0,0,0,0,0,1,1266.3
M,301.5,310.8,1385,47.5,30,0,0,0,0,0,0,1,1425.0
H,301.5,310.8,1591,29.6,33,0,0,0,0,0,0,2,976.8000000000001
L,301.5,310.7,1568,33.1,38,0,0,0,0,0,0,0,1257.8
M,301.4,310.7,1459,37.7,40,0,0,0,0,0,0,1,1508.0
L,301.4,310.7,1590,36.3,43,0,0,0,0,0,0,0,1560.8999999999999
L,301.3,310.6,1376,47.6,45,0,0,0,0,0,0,0,2142.0
L,301.3,310.6,1510,38.5,47,0,0,0,0,0,0,0,1809.5
H,301.4,310.6,1674,33.6,49,0,0,0,0,0,0,2,1646.4
L,301.3,310.6,1426,40.7,54,0,0,0,0,0,0,0,2197.8
L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0,0,2441.6
H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0,2,2244.6000000000004
M,301.6,310.8,1290,65.3,63,0,0,0,0,0,0,1,4113.9
M,301.7,310.9,1435,48.0,66,0,0,0,0,0,0,1,3168.0
M,301.5,310.7,1416,53.2,69,0,0,0,0,0,0,1,3670.8
H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0,2,2908.7999999999997
L,301.5,310.7,1466,47.3,77,0,0,0,0,0,0,0,3642.1
L,301.5,310.7,1408,47.3,79,0,0,0,0,0,0,0,3736.7
L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0,0,3896.1
L,301.5,310.6,1405,42.3,83,0,0,0,0,0,0,0,3510.8999999999996
L,301.4,310.5,1647,33.3,85,0,0,0,0,0,0,0,2830.4999999999995
M,301.4,310.6,1459,35.0,87,0,0,0,0,0,0,1,3045.0
L,301.4,310.6,1648,30.7,90,0,0,0,0,0,0,0,2763.0
L,301.4,310.7,1675,30.7,92,0,0,0,0,0,0,0,2824.4
L,301.4,310.7,1605,34.2,94,0,0,0,0,0,0,0,3214.8
H,301.4,310.7,1536,44.4,96,0,0,0,0,0,0,2,4262.4
M,301.4,310.7,1617,34.3,101,0,0,0,0,0,0,1,3464.2999999999997
L,301.4,310.6,1347,53.3,104,0,0,0,0,0,0,0,5543.2
L,301.3,310.5,1337,52.7,106,0,0,0,0,0,0,0,5586.200000000001
L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0,0,3337.2
M,301.3,310.4,1635,32.5,110,0,0,0,0,0,0,1,3575.0
L,301.2,310.4,1470,44.0,113,0,0,0,0,0,0,0,4972.0
L,301.2,310.4,1381,49.8,115,0,0,0,0,0,0,0,5727.0
M,301.2,310.4,1382,41.6,117,0,0,0,0,0,0,1,4867.2
M,301.2,310.4,1697,30.0,120,0,0,0,0,0,0,1,3600.0
L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0,0,4883.1
L,301.3,310.3,1419,55.7,125,0,0,0,0,0,0,0,6962.5
L,301.3,310.3,1313,55.6,127,0,0,0,0,0,0,0,7061.2
L,301.3,310.3,1560,36.3,129,0,0,0,0,0,0,0,4682.7
L,301.3,310.3,1555,41.2,131,0,0,0,0,0,0,0,5397.200000000001
L,301.4,310.4,1579,36.9,133,0,0,0,0,0,0,0,4907.7
L,301.5,310.5,1435,44.6,135,0,0,0,0,0,0,0,6021.0
L,301.6,310.6,1621,33.7,137,0,0,0,0,0,0,0,4616.900000000001
H,301.6,310.6,1555,40.4,139,0,0,0,0,0,0,2,5615.599999999999
L,301.5,310.5,1611,33.8,144,0,0,0,0,0,0,0,4867.2
L,301.6,310.6,1834,23.5,146,0,0,0,0,0,0,0,3431.0
M,301.5,310.5,1612,29.8,148,0,0,0,0,0,0,1,4410.400000000001
L,301.5,310.4,1629,34.1,151,0,0,0,0,0,0,0,5149.1
L,301.4,310.4,1496,35.2,153,0,0,0,0,0,0,0,5385.6
L,301.5,310.5,1593,32.9,155,0,0,0,0,0,0,0,5099.5
M,301.5,310.5,1623,33.5,157,0,0,0,0,0,0,1,5259.5
L,301.5,310.5,1380,48.7,160,0,0,0,0,0,0,0,7792.0
L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0,0,5572.8
L,301.6,310.6,1391,49.4,164,0,0,0,0,0,0,0,8101.599999999999
H,301.5,310.5,1551,34.3,166,0,0,0,0,0,0,2,5693.799999999999
H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0,2,4480.2
L,301.6,310.7,1429,43.6,176,0,0,0,0,0,0,0,7673.6
M,301.6,310.7,2012,20.7,178,0,0,0,0,0,0,1,3684.6
M,301.6,310.6,1924,23.6,181,0,0,0,0,0,0,1,4271.6
M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0,1,8114.400000000001
L,301.5,310.5,1389,54.9,187,0,0,0,0,0,0,0,10266.3
L,301.5,310.5,1466,48.1,189,0,0,0,0,0,0,0,9090.9
L,301.5,310.5,2297,15.8,191,0,0,0,0,0,0,0,3017.8
L,301.4,310.4,1471,37.5,193,0,0,0,0,0,0,0,7237.5
L,301.4,310.3,1492,41.4,195,0,0,0,0,0,0,0,8073.0
L,301.3,310.3,1460,41.5,197,0,0,0,0,0,0,0,8175.5
L,301.4,310.4,1559,39.4,199,0,0,0,0,0,0,0,7840.599999999999
M,301.4,310.5,1495,52.5,201,0,0,0,0,0,0,1,10552.5
L,301.5,310.5,1535,39.0,204,0,0,0,0,0,0,0,7956.0
L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0,0,10444.2
M,301.6,310.6,1599,36.1,208,0,0,0,0,0,0,1,7508.8
H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0,2,10444.5
L,301.7,310.6,1624,34.5,216,0,0,0,0,0,0,0,7452.0
L,301.6,310.6,1478,36.6,218,0,0,0,0,0,0,0,7978.8
L,301.7,310.7,1605,33.3,220,0,0,0,0,0,0,0,7325.999999999999
L,301.6,310.6,1506,43.4,222,0,0,0,0,0,0,0,9634.8
L,301.6,310.6,1455,43.9,0,0,0,0,0,0,0,0,0.0
H,301.6,310.5,1602,32.3,2,1,0,0,0,0,1,2,64.6
L,301.5,310.4,1425,54.4,7,0,0,0,0,0,0,0,380.8
L,301.5,310.4,1918,21.8,9,0,0,0,0,0,0,0,196.20000000000002
H,301.4,310.3,1611,41.5,11,0,0,0,0,0,0,2,456.5
H,301.4,310.4,1610,38.6,16,0,0,0,0,0,0,2,617.6
M,301.5,310.4,2639,12.0,21,1,0,0,1,0,0,1,252.0
L,301.5,310.4,1329,46.6,24,0,0,0,0,0,0,0,1118.4
L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0,0,1409.2
L,301.5,310.3,1415,41.6,28,0,0,0,0,0,0,0,1164.8
H,301.6,310.4,1330,49.5,30,0,0,0,0,0,0,2,1485.0
H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0,2,948.5
L,301.6,310.5,1809,25.5,40,0,0,0,0,0,0,0,1020.0
L,301.7,310.6,1303,59.7,42,0,0,0,0,0,0,0,2507.4
M,301.8,310.7,1383,45.7,44,0,0,0,0,0,0,1,2010.8000000000002
L,301.7,310.6,1447,56.9,47,0,0,0,0,0,0,0,2674.2999999999997
L,301.8,310.7,1461,44.2,49,0,0,0,0,0,0,0,2165.8
L,301.8,310.7,2092,18.6,51,0,0,0,0,0,0,0,948.6
M,301.8,310.7,1429,47.9,53,0,0,0,0,0,0,1,2538.7
L,301.8,310.8,1736,26.5,56,0,0,0,0,0,0,0,1484.0
L,301.8,310.7,1441,49.3,58,0,0,0,0,0,0,0,2859.3999999999996
L,301.8,310.7,1523,43.3,60,0,0,0,0,0,0,0,2598.0
M,301.8,310.8,1691,33.4,62,0,0,0,0,0,0,1,2070.7999999999997
M,301.9,310.8,1557,35.3,65,0,0,0,0,0,0,1,2294.5
L,301.8,310.7,1644,33.4,68,0,0,0,0,0,0,0,2271.2
L,301.8,310.6,1522,43.8,70,0,0,0,0,0,0,0,3066.0
L,301.8,310.7,1547,41.7,72,0,0,0,0,0,0,0,3002.4
L,301.8,310.7,1597,30.8,74,0,0,0,0,0,0,0,2279.2000000000003
M,301.8,310.8,1619,31.0,76,0,0,0,0,0,0,1,2356.0
L,301.9,310.8,1400,58.2,79,0,0,0,0,0,0,0,4597.8
L,302.0,310.9,1663,31.5,81,0,0,0,0,0,0,0,2551.5
L,301.9,310.8,1540,37.6,83,0,0,0,0,0,0,0,3120.8
H,301.9,310.8,1455,42.7,85,0,0,0,0,0,0,2,3629.5000000000005
L,301.9,310.8,1519,39.0,90,0,0,0,0,0,0,0,3510.0
L,301.9,310.8,1427,47.7,92,0,0,0,0,0,0,0,4388.400000000001
L,301.9,310.8,1650,29.8,94,0,0,0,0,0,0,0,2801.2000000000003
M,301.8,310.8,1508,38.8,96,0,0,0,0,0,0,1,3724.7999999999997
L,301.9,310.9,1379,54.8,99,0,0,0,0,0,0,0,5425.2
L,301.9,310.9,1542,36.7,101,0,0,0,0,0,0,0,3706.7000000000003
M,301.9,310.9,1763,28.4,103,0,0,0,0,0,0,1,2925.2
H,301.9,310.9,1590,34.3,106,0,0,0,0,0,0,2,3635.7999999999997
H,301.9,311.0,1336,63.6,111,0,0,0,0,0,0,2,7059.6
M,301.9,311.0,1638,35.4,116,0,0,0,0,0,0,1,4106.4
L,301.9,311.0,1356,45.7,119,0,0,0,0,0,0,0,5438.3
M,301.9,311.0,1384,47.4,121,0,0,0,0,0,0,1,5735.4
L,301.9,310.9,1309,48.0,124,0,0,0,0,0,0,0,5952.0
L,301.9,311.0,1642,33.1,126,0,0,0,0,0,0,0,4170.6
L,301.9,311.0,1289,54.9,128,0,0,0,0,0,0,0,7027.2
L,301.9,311.0,1353,43.8,130,0,0,0,0,0,0,0,5694.0
H,301.9,311.0,1871,26.0,132,0,0,0,0,0,0,2,3432.0
H,301.9,311.0,1291,63.6,137,0,0,0,0,0,0,2,8713.2
M,301.8,310.9,1346,44.6,142,0,0,0,0,0,0,1,6333.2
L,301.7,310.8,1493,47.6,145,0,0,0,0,0,0,0,6902.0
M,301.7,310.8,1524,41.3,147,0,0,0,0,0,0,1,6071.099999999999
L,301.6,310.8,1726,26.7,150,0,0,0,0,0,0,0,4005.0
H,301.6,310.8,1435,47.2,152,0,0,0,0,0,0,2,7174.400000000001
M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0,1,5400.8
L,301.7,310.9,1608,33.0,160,0,0,0,0,0,0,0,5280.0
L,301.8,311.0,1771,27.2,162,0,0,0,0,0,0,0,4406.4
L,301.7,311.0,1474,42.6,164,0,0,0,0,0,0,0,6986.400000000001
L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0,0,8798.0
M,301.8,311.0,1393,49.5,168,0,0,0,0,0,0,1,8316.0
M,301.9,311.1,1417,52.5,171,0,0,0,0,0,0,1,8977.5
H,301.9,311.0,1430,49.8,174,0,0,0,0,0,0,2,8665.199999999999
M,301.9,311.1,1605,40.0,179,0,0,0,0,0,0,1,7160.0
L,302.0,311.1,1402,47.8,182,0,0,0,0,0,0,0,8699.6
L,302.0,311.0,1550,35.2,184,0,0,0,0,0,0,0,6476.8
L,301.9,311.0,1376,44.9,186,0,0,0,0,0,0,0,8351.4
M,301.9,310.9,1569,32.5,188,0,0,0,0,0,0,1,6110.0
L,301.9,311.0,1669,32.2,191,0,0,0,0,0,0,0,6150.200000000001
L,301.9,311.0,1541,38.9,193,0,0,0,0,0,0,0,7507.7
L,301.8,311.0,1651,32.5,195,0,0,0,0,0,0,0,6337.5
L,301.8,310.9,1521,39.3,197,0,0,0,0,0,0,0,7742.099999999999
M,301.8,310.8,1365,48.2,199,0,0,0,0,0,0,1,9591.800000000001
L,301.8,310.9,1609,31.7,202,0,0,0,0,0,0,0,6403.4
H,301.8,310.8,1470,37.6,204,0,0,0,0,0,0,2,7670.400000000001
M,301.9,310.9,1573,38.9,209,0,0,0,0,0,0,1,8130.099999999999
L,302.0,310.9,1378,53.1,212,1,0,0,0,1,0,0,11257.2
L,301.9,310.9,1567,39.0,214,1,1,0,0,0,0,0,8346.0
M,301.9,310.9,1441,43.7,0,0,0,0,0,0,0,1,0.0
M,301.9,310.9,1641,33.2,3,0,0,0,0,0,0,1,99.60000000000001
L,301.9,310.9,1486,40.3,6,0,0,0,0,0,0,0,241.79999999999998
L,302.0,311.0,1563,36.2,8,0,0,0,0,0,0,0,289.6
M,302.0,311.1,1769,26.0,10,0,0,0,0,0,0,1,260.0
H,301.9,311.0,1672,29.9,13,0,0,0,0,0,0,2,388.7
L,302.0,311.0,1632,34.2,18,0,0,0,0,0,0,0,615.6
M,302.0,311.0,1980,21.5,20,0,0,0,0,0,0,1,430.0
L,302.0,311.1,1635,36.0,23,0,0,0,0,0,0,0,828.0
L,302.0,311.0,1686,32.5,25,0,0,0,0,0,0,0,812.5
L,301.9,310.9,1574,31.4,27,0,0,0,0,0,0,0,847.8
L,301.8,310.8,1546,43.4,29,0,0,0,0,0,0,0,1258.6
L,301.8,310.9,1899,24.7,31,0,0,0,0,0,0,0,765.6999999999999
L,301.8,310.9,1449,36.5,33,0,0,0,0,0,0,0,1204.5
M,301.9,310.9,1483,37.0,35,0,0,0,0,0,0,1,1295.0
L,301.8,310.8,1576,38.6,38,0,0,0,0,0,0,0,1466.8
M,301.9,310.9,1317,51.9,40,0,0,0,0,0,0,1,2076.0
M,301.9,311.0,1467,48.1,43,0,0,0,0,0,0,1,2068.3
L,301.9,310.9,1616,34.5,46,0,0,0,0,0,0,0,1587.0
M,301.8,310.9,1299,60.4,48,0,0,0,0,0,0,1,2899.2
M,301.9,311.0,1432,41.5,51,0,0,0,0,0,0,1,2116.5
L,301.9,310.9,1799,24.2,54,0,0,0,0,0,0,0,1306.8
M,301.8,310.9,1358,52.3,56,0,0,0,0,0,0,1,2928.7999999999997
M,301.8,310.8,1618,37.8,59,0,0,0,0,0,0,1,2230.2
L,301.9,310.8,1525,43.2,62,0,0,0,0,0,0,0,2678.4
L,301.8,310.7,1551,37.7,64,0,0,0,0,0,0,0,2412.8
L,301.9,310.8,1735,31.5,66,0,0,0,0,0,0,0,2079.0
M,301.8,310.7,1309,43.3,68,0,0,0,0,0,0,1,2944.3999999999996
L,301.7,310.6,1743,26.2,71,0,0,0,0,0,0,0,1860.2
M,301.7,310.7,1659,29.9,73,0,0,0,0,0,0,1,2182.7
L,301.8,310.7,1680,32.4,76,0,0,0,0,0,0,0,2462.4
L,301.7,310.6,1486,38.5,78,0,0,0,0,0,0,0,3003.0
L,301.7,310.6,1471,43.8,80,0,0,0,0,0,0,0,3504.0
M,301.8,310.7,1465,35.8,82,0,0,0,0,0,0,1,2935.6
M,301.7,310.6,1492,42.2,85,0,0,0,0,0,0,1,3587.0000000000005
M,301.8,310.7,1420,52.0,88,0,0,0,0,0,0,1,4576.0
L,301.8,310.6,1295,62.3,91,0,0,0,0,0,0,0,5669.3
L,301.8,310.5,1548,34.1,93,0,0,0,0,0,0,0,3171.3
L,301.8,310.6,1372,54.7,95,0,0,0,0,0,0,0,5196.5
M,301.8,310.6,1552,35.9,97,0,0,0,0,0,0,1,3482.2999999999997
H,301.8,310.6,1441,46.3,100,0,0,0,0,0,0,2,4630.0
M,301.7,310.6,1691,27.7,105,0,0,0,0,0,0,1,2908.5
L,301.8,310.6,1451,50.7,108,0,0,0,0,0,0,0,5475.6
L,301.8,310.6,1452,48.4,110,0,0,0,0,0,0,0,5324.0
L,301.7,310.6,1406,46.0,112,0,0,0,0,0,0,0,5152.0
L,301.7,310.5,1567,39.1,114,0,0,0,0,0,0,0,4457.400000000001
L,301.6,310.4,1599,41.7,116,0,0,0,0,0,0,0,4837.200000000001
M,301.6,310.4,1455,39.0,118,0,0,0,0,0,0,1,4602.0
M,301.7,310.5,1625,35.9,121,0,0,0,0,0,0,1,4343.9
L,301.8,310.6,2672,11.8,124,1,0,0,1,0,0,0,1463.2
L,301.8,310.6,1650,31.9,126,0,0,0,0,0,0,0,4019.3999999999996
M,301.8,310.6,1459,40.2,128,0,0,0,0,0,0,1,5145.6
L,301.8,310.6,1395,50.5,131,0,0,0,0,0,0,0,6615.5
L,301.8,310.7,1751,29.3,133,0,0,0,0,0,0,0,3896.9
L,301.8,310.6,1192,68.9,135,0,0,0,0,0,0,0,9301.5
L,301.9,310.7,1947,25.0,137,0,0,0,0,0,0,0,3425.0
L,301.8,310.5,1593,34.9,139,0,0,0,0,0,0,0,4851.099999999999
H,301.8,310.5,1478,38.6,141,0,0,0,0,0,0,2,5442.6
M,301.7,310.6,1505,44.5,146,0,0,0,0,0,0,1,6497.0
L,301.7,310.5,2465,13.7,149,0,0,0,0,0,0,0,2041.3
L,301.8,310.6,1403,46.8,151,0,0,0,0,0,0,0,7066.799999999999
M,301.7,310.5,1458,41.4,153,0,0,0,0,0,0,1,6334.2
H,301.6,310.4,1369,45.4,156,0,0,0,0,0,0,2,7082.4
M,301.6,310.4,1377,44.9,161,0,0,0,0,0,0,1,7228.9
M,301.6,310.4,1452,45.7,164,0,0,0,0,0,0,1,7494.8
L,301.6,310.4,1517,41.1,167,0,0,0,0,0,0,0,6863.7
L,301.7,310.5,1354,50.0,169,0,0,0,0,0,0,0,8450.0
M,301.7,310.5,1724,33.0,171,0,0,0,0,0,0,1,5643.0
L,301.7,310.5,1399,53.2,174,0,0,0,0,0,0,0,9256.800000000001
H,301.7,310.5,1388,50.5,176,0,0,0,0,0,0,2,8888.0
L,301.7,310.5,1523,34.7,181,0,0,0,0,0,0,0,6280.700000000001
L,301.7,310.5,1377,43.1,183,0,0,0,0,0,0,0,7887.3
M,301.7,310.6,1417,45.2,185,0,0,0,0,0,0,1,8362.0
L,301.7,310.7,1542,40.0,188,0,0,0,0,0,0,0,7520.0
L,301.8,310.8,1557,33.3,190,0,0,0,0,0,0,0,6326.999999999999
L,301.7,310.7,1641,31.9,192,0,0,0,0,0,0,0,6124.799999999999
L,301.7,310.7,1318,55.0,194,0,0,0,0,0,0,0,10670.0
L,301.6,310.7,1638,33.8,196,0,0,0,0,0,0,0,6624.799999999999
M,301.7,310.8,1954,21.6,198,0,0,0,0,0,0,1,4276.8
M,301.7,310.9,1644,32.5,201,0,0,0,0,0,0,1,6532.5
M,301.7,310.8,1594,32.4,204,0,0,0,0,0,0,1,6609.599999999999
L,301.7,310.9,1405,46.4,207,1,1,0,0,0,1,0,9604.8
L,301.7,310.8,1622,37.8,0,0,0,0,0,0,0,0,0.0
L,301.7,310.9,1557,39.4,2,0,0,0,0,0,0,0,78.8
L,301.8,311.0,1606,33.3,4,0,0,0,0,0,0,0,133.2
M,301.8,311.1,1647,31.6,6,0,0,0,0,0,0,1,189.60000000000002
M,301.8,311.1,1413,42.2,9,0,0,0,0,0,0,1,379.8
